name,ein,street,city,state,zip
ASHAANIMALS,991236970,450 TOWNSEND ST,SAN FRANCISCO,CA,94107-1510
PAWS FOR BIG HEARTS INC,991244776,1442 DRY EAGLE,SAN ANTONIO,TX,78245-9581
GEORGE DAN BOIAN INC,991247988,11769 TREVALLY LOOP APT 207,NEW PRT RCHY,FL,34655-0050
HOUND N PUSSY RESCUE NETWORK,991252605,7121 W CRAIG RD STE 113 # 60,LAS VEGAS,NV,89129-6038
DONNAS PAWS AND HOOFS ANIMAL SANCTUARY,991253200,1108 CONATSER HOLLOW ROAD,JAMESTOWN,TN,38556-0000
GERMAN SHEPHERD RESCUE OF NORTHERN ARIZONA INC,991257784,18999 N LAS VEGAS RD,PRESCOTT,AZ,86305-9488
TIED-DOG TREE FARMS TREATS AND GOOD EATS,991260682,7010 N RACE TRACK RD,PRESCOTT,AZ,86305-8974
EQUISOUL MIND AND BODY,991265728,11880 RISING RD,WILTON,CA,95693-9609
URBAN WILD CARE INC,991271193,512 W 3RD ST,SAN DIMAS,CA,91773-2036
SECOND CHANCE PAWS,991273411,14532 COUNTY ROAD 2191,WHITEHOUSE,TX,75791-9237
ABAIRS FARM ANIMAL RESCUE,991273728,38013 N 17TH AVE,PHOENIX,AZ,85086-9621
SNIFF N GO,991276149,1427 NW 101ST ST,MIAMI,FL,33147-1852
COMMUNITY CAT CAREGIVERS INC,991277860,103 W OHIO ST,FLORAHOME,FL,32140-3049
BRIDGE TO BRIDGE ANIMAL RESCUE IN ST JAMES,991280509,PO BOX 257,GRAMERCY,LA,70052-0257
DOGGO-A-GOGO,991280903,628 DAWSON ST,SAN ANTONIO,TX,78202-2219
BRUSH CREEK RIDERS,991281174,19860 BUTLER RD,LEBANON,MO,65536-4628
WILD TUNES INC,991285274,13719 SUNDOWNER DR,HOUSTON,TX,77041-5554
SPIRIT AND SQUIRT HORSE RESCUE CORPORATION,991291517,1261 STATE HIGHWAY 110,GRAND SALINE,TX,75140-5073
NEVAEH S GATE,991292607,200 RITCHEY RD,COLDSPRING,TX,77331-5656
CRAZY GIRL ANIMAL COALITION,991295412,505 DAFNEY DR,LAFAYETTE,LA,70503-4606
SAFE HAVEN EGYPT-USA RESCUE,991295827,2507 CRENSHAW DR,ROUND ROCK,TX,78664-6106
BARKING PROJECT,991299148,5900 BALCONES,AUSTIN,TX,78731-4257
FOR THE LOVE OF DOGS FOUNDATION,991301160,10538 56TH ST,JURUPA VALLEY,CA,91752-2340
WESTSIDE OUTREACH AND RESCUE,991308932,28168 CHAPARRAL AVE,TAFT,CA,93268-9757
POSEYS PROMISE,991312195,9218 SAN FERNANDO WAY,DALLAS,TX,75218-3655
PERCY TAILS,991313312,8300 PHILLIPS RD SW APT 74,LAKEWOOD,WA,98498-7009
KRITTERVILLE,991313813,18535 NW 43RD COURT RD,CITRA,FL,32113-2181
FIRE RANCH RESCUE,991316505,4623 WHITE ANTELOPE RD,SNOWFLAKE,AZ,85937-6422
FREDDIE BS FURRY FRIENDS RESCUE,991317031,PO BOX 366,ELK,WA,99009-0366
BEE-LIEVE EDUCATION FOUNDATION,991319081,5591 BROADWAY ST,WEST LINN,OR,97068-3205
NORTH AMERICAN ASSOCIATION OF VETERINARY RECEPTIONIST,991321727,1207 WINDING TRL,WIMBERLEY,TX,78676-6095
REDEMPTION RANCH INC,991323594,4494 S LANDING DR,MARIETTA,GA,30066-1943
KITTY KISSES RESCUE OF RENO,991336651,8555 DOUBLE R BLVD STE 104,RENO,NV,89511-2271
VETERINARY CONSERVATION COALITION,991338192,1337 ARVILLA AVE NW,ALBUQUERQUE,NM,87107-2709
HOOVES AND SNOUTS ANIMAL RESCUE SANCTUARY INC,991338350,6650 127TH ST,NOBLE,OK,73068-7802
LUCKY PAWS DOGHOUSE,991338897,1553 W MAIN ST,TISHOMINGO,OK,73460-4826
STREETHEARTS PROJECT INC,991339492,7208 FM 1409,DAYTON,TX,77535-4673
FSNG DOG RESCUE SUPPORT,991342021,3605 S EDGEVIEW DR,NAMPA,ID,83686-5285
NOLA RIDGE HORSE SANCTUARY INC,991342204,3737 N STATE HIGHWAY 67,SEDALIA,CO,80135-8960
ZOEY GROUP,991342280,6830 ANTOINE DR,HOUSTON,TX,77091-1210
SAFARMI SANCTUARIES,991342798,19528 VENTURA BLVD NUM 358,TARZANA,CA,91356-2917
FELINES FAIRYGODMOTHER RESCUE INC,991345774,28131 JEANS RD # 12,VENETA,OR,97487-9657
NO KILL SAN ANTONIO,991347285,5900 BALCONES DR STE 100,AUSTIN,TX,78731-4298
BARKUS & MEOUX SAVANNAH,991349519,12801 SUNNYBROOK RD,SAVANNAH,GA,31419-2421
BLACK HORSE RESCUE CORP,991357126,1202 HATTERAS CIR,GREENACRES,FL,33413-3042
SOUTHERN ANIMAL HEALTH ASSOCIATION,991359916,8774 CEDAR GROVE RD,CROSS PLAINS,TN,37049-5112
HEARTS AND HOOFBEATS,991363660,PO BOX 4051,CHEYENNE,WY,82003-4051
SOCIETY FOR THE PROTECTION OF INSECTS,991371498,1701 SW COLUMBIA ST APT 520,PORTLAND,OR,97201-2538
INTERMOUNTAIN COMPANION ANIMAL ENDEAVOR,991384964,3786 S 3760 W,WEST VALLEY,UT,84120-3366
CLICKERPETS INC,991390093,904 CITRUS DR,ALAMO,TX,78516-2578
CHARLIE S KITTY KAT SANCTUARY AT CATSA BLANCO INC,991394912,199 NW 62ND ST STE A,MIAMI,FL,33150-4510
TIBETAN SPANIEL HEALTH NET,991395080,5550 CAMUS RD,CARSON CITY,NV,89701-9311
PEYTON S ANGELS WORLDWIDE INC,991397138,12095 BRIGHTON RIV UNIT 87,FOUNTAIN VLY,CA,92708-1352
ROCKY S RESCUE CREW INC,991397443,8531 JUDY CIR,HUNTINGTN BCH,CA,92647-5031
PHOENIX FARMS ANIMAL SANCTUARY,991405316,2590 E BADGER ST,SILVER SPGS,NV,89429-8689
ALBUQUERQUE FOSTER KITTEN COALITION,991409645,8 LANDESS LN,JARALES,NM,87023-9714
PAWSITIVITY NOW INC,991412592,16001 VENTURA BLVD STE 200,ENCINO,CA,91436-4482
MONTICELLO CAT TAILS INC,991413475,3366 N SALT RD,MONTICELLO,FL,32344-5002
RAINSHADOW EQUINE SANCTUARY TEAM,991419884,4332 OLD OLYMPIC HWY,SEQUIM,WA,98382-9436
NEVER BORED INC,991419904,2047 DRESCHER ST,SAN DIEGO,CA,92111-6505
FEMME FELINES INC,991420422,8030 LA MESA BLVD PMB 84,LA MESA,CA,91942-0335
LOCO FOR LONG EARS INC,991421237,12766 W LOWDEN RD,PEORIA,AZ,85383-7806
FLORIDA BULLDOG RESCUE INC,991421638,PO BOX 136272,CLERMONT,FL,34713-6272
PETCHSUWAN SHEPHERD FOUNDATION,991428007,8341 SW BEAVERTON HILLSDALE HWY,PORTLAND,OR,97225-2215
PATTIE S RANCH INC,991430817,30322 SILICATE DR,MENIFEE,CA,92584-3709
ARRAY ANIMAL RESCUE,991437461,44 EAGLE CREST DR APT 36,LAKE OSWEGO,OR,97035-1132
PATH TO FUREVER HOME,991445470,7575 W WASHINGTON AVE,LAS VEGAS,NV,89128-4333
5150 FARM AND RESCUE INC,991447537,226 OAK ST,SPRINGTOWN,TX,76082-5832
LOVE AND LIGHT RESCUE,991449538,269 N WASHBURN RD,BELLS,TX,75414-2554
FLYING B ANIMAL RESCUE & SANCTUARY,991449646,PO BOX 192,ENNIS,TX,75120-0192
SERENITY IN THE CYPRESS INC,991452648,3219 W MCKINLEY MADDOX RD,PERRY,FL,32347-1347
DOGS COUNTRY RESCUE INC,991453374,4550 9TH PL,VERO BEACH,FL,32966-2814
SNOW WHITES RESCUE COTTAGE,991459429,691 EARL JOSEPH DR,CAMARILLO,CA,93010-7832
TAILS OF HOPE ANIMAL RESCUE & ADOPTION CENTER INC,991461186,38797 FLOYD GRABERT RD,MOUNT HERMON,LA,70450-6767
TEXAS ANIMAL RESCUE REHAB,991465222,2903 LOUIS RD,CROSBY,TX,77532-6409
PARTNERSHIP FOR ANIMALS IN ATHENS LIMESTONE,991466706,22977 HAYS MILL RD,ELKMONT,AL,35620-4033
PUP PROFILE,991469172,4525 OHIO ST,SAN DIEGO,CA,92116-4346
LABRADA BULLIES SANCTUARY INC,991469506,1049 SW JACQUELINE AVE,PORT ST LUCIE,FL,34953-1508
MCDONOUGH RESCUE INC,991471553,21186 PRAIRIE VIEW LN,TRABUCO CYN,CA,92679-3252
SMOKES EQUINE OASIS,991472304,36853 GHOST TOWN ROAD,YERMO,CA,92398-0000
STRENGTH IN PAWS INC,991481409,148 CSM DR,SAN MATEO,CA,94402-3601
MOBILE OUTREACH ADOPTION BUS AND RESCUE,991494830,229 PORTLAND RD,WHITE HOUSE,TN,37188-7908
HORSE AND HARE RESCUE INC,991497104,2995 WOODSIDE RD UNIT 620810,WOODSIDE,CA,94062-7321
ACUTIENAMEDSTEWIE INC,991498304,1475 67TH AVE S,ST PETERSBURG,FL,33705-6717
BLUE HEART HOOVES AND TAILS ANIMAL SANCTUARY,991499188,124 LEUPP RD,FLAGSTAFF,AZ,86004-8501
NORTHERN CALIFORNIA FRENCH BULLDOG RESCUE,991525070,1770 PRAIRIE CITY RD,FOLSOM,CA,95630-9594
MAVROUDIS POODLE RESCUE INC,991530549,290 AMBERBROOK CIR,GRAYSON,GA,30017-4060
NEWTON COUNTY ANIMAL WELFARE INC,991532153,PO BOX 164,JASPER,AR,72641-0164
RUFF PUP RESCUE,991535784,204 BROOKS RD,VICTORIA,TX,77904-1470
RICHEY ROD AND GUN CLUB,991539302,PO BOX 163,RICHEY,MT,59259-0163
LITTLE LIONS ANIMAL REHAB AND SANCTUARY,991540933,PO BOX 628,LIVINGSTON,TX,77351-0011
SUIT UP K9 FOUNDATION,991541851,7260 W AZURE DR STE 140 PMB 32,LAS VEGAS,NV,89130-4413
EXETER FOUNDATION,991546204,29753 BOUQUET CYN RD,SANTA CLARITA,CA,91390-1135
SOUTHWEST FLORIDA SPAY NEUTER SERVICES INC,991546359,1195 LARCHMONT DR,ENGLEWOOD,FL,34223-4625
HORSE RESCUE ALLIANCE CORP,991550369,1016 SANIBEL DR,HOLLYWOOD,FL,33019-5034
HOPE FOR ANIMALS FOUNDATION INC,991550641,985 HARBOR VW N,HOLLYWOOD,FL,33019-5060
KIND SPIRITS,991550730,134 ANGUS LN,BASTROP,TX,78602-5048
K9S IN DIRECT SERVICE KIDS INC,991551531,1850 CHEEK RD,LONE GROVE,OK,73443-6013
WILD CONNECTION,991552071,6973 W COUNTRY CLUB DR N APT 251,SARASOTA,FL,34243-3594
WHISPERING SANDS SANCTUARY CORPORATION,991553439,73839 GORGONIO DR UNIT 248,TWENTYNIN PLM,CA,92277-8812
DOOFS RESCUE RANCH,991553738,117 BEARDEN LN,HUFFMAN,TX,77336-3100
INFINITY RANCH - WILD MUSTANG RESCUE,991560616,3632 SMITH AVE UNIT 519,ACTON,CA,93510-2027
BELLA CAT SANCTUARY & RESCUE,991561960,14560 NIMSHEW RD,MAGALIA,CA,95954-9683
SAFEPET KITS,991562476,PO BOX 571360,TARZANA,CA,91357-1360
CALVETS4PETS,991566228,1930 VINEYARD ST,BARSTOW,CA,92311-3716
JENNIFER ALAINE WILLETT CHARITABLE FOUNDATION INC,991566849,205 TOUSSAINT LANDING DR,DARDENNE PR,MO,63368-7582
BARK AVENUE RESCUE & SANCTUARY INC,991576795,PO BOX 1083,YARNELL,AZ,85362-1083
ODD PAWS RESCUE,991576974,420 THIRD ST,ATHENS,GA,30601-2927
CARAVITA FOUNDATION,991585525,27041 E LONG CIR,AURORA,CO,80016-2546
EMERY CAT RESCUE,991590730,PO BOX 1266,HUNTINGTON,UT,84528-1266
LOCKHART ANIMAL FOUNDATION,991601287,701 CAMPBELL ST,LOCKHART,TX,78644-2503
CATS KNEAD LOVE VETERINARY CLINIC INC,991602670,PO BOX 4277,DOWNEY,CA,90241-1277
LITOS DREAM HOMES FOUNDATION,991606498,1705 8TH ST,HARVEY,LA,70058-4303
EASTERN SIERRA WORKING DOG FOUNDATION,991607949,550 S CLAY ST DRAWER S,INDEPENDENCE,CA,93526-0000
THOSE LEFT BEHIND CAT RESCUE INC,991609328,58 PINDO PALM DR,PONTE VEDRA,FL,32081-6085
TRIPLE CS SANCTUARY INC,991611762,1009 OLD WELAKA RD,POMONA PARK,FL,32181-2311
ANIMAL SOLUTIONS,991617514,508 GOSHAWK CT,BAKERSFIELD,CA,93309-1321
RAISE THE BAR-N FOUNDATION,991619724,5423 REBECCA RD,LAS VEGAS,NV,89130-1703
FERAL SUPPORT INC,991626435,1824 LAS RAMBLAS DR,CONCORD,CA,94521-2453
TJ LOVE S POM AID,991633058,4713 S ADELLE CIR,MESA,AZ,85212-7046
TAILS OF A NEW HOPE CORP,991634017,10593 MILLS AVE,MONTCLAIR,CA,91763-4610
LITTLE LIVES ANIMAL RESCUE,991648969,3359 SPRING MEADOW CT,TUCKER,GA,30084-2122
PURRR ADOPTION & SANCTUARY INC,991649068,1556 E COMMERCIAL BLVD,OAKLAND PARK,FL,33334-5774
VEGAN ANIMAL RESCUE INC,991649659,10 STARFLOWER,IRVINE,CA,92604-4561
ALL GODS CREATURES WILDLIFE RESCUE,991652188,3328 BREVARD RD,MIMS,FL,32754-5529
LUCKS RESCUE INC,991656091,8735 DUNWOODY PLACE 5211,ATLANTA,GA,30350-2995
TRAP CATS INC,991657414,844 E NEW YORK AVE,DELAND,FL,32724-5662
ANIMAL ADVOCATES FOR CALHOUN COUNTY,991664989,PO BOX 71,ANNISTON,AL,36202-0071
SEVEN 12 RANCH INC,991668390,5397 S STACH RD,COEUR D ALENE,ID,83814-7957
STRAYZ CRAZE ANIMAL RESCUE,991670203,45 LAKERIDGE CT,TEMPLE,GA,30179-4341
STRAY DOG FOUNDATION,991671472,450 N BRAND BLVD STE 600,GLENDALE,CA,91203-2349
BEYOND THE HORIZON FOUNDATION,991678082,8 ROSEAPPLE RD,RCH PALOS VRD,CA,90275-5913
BIJUS BUDDIES FOSTER AND FOREVER HOMES,991678104,7119 W SUNSET BLVD 298,LOS ANGELES,CA,90046-4411
ANIMALS ARE ANGELS,991678464,5947 MOCKINGBIRD LN,SEALY,TX,77474-7436
VIZ WHIZZ DOGS RESCUE INC,991680995,103 CRESTVIEW DR,CEDAR PARK,TX,78613-3978
PET PHOTOS BY HANNAH,991681063,9335 E OSAGE AVE,MESA,AZ,85212-1403
NO PAWZ LEFT BEHIND,991682752,7616 PASH PL,HAHIRA,GA,31632-3269
BACKWOODS TNR,991687812,11636 OAKWOOD LN,CLINTON,LA,70722-4243
THEY ALL DESERVE A HOME,991693056,1918 HENRY AVE,PINOLE,CA,94564-2131
PET PANTRY,991694272,1321 HIGHWAY 49 E,CHARLOTTE,TN,37036-5434
UNLEASHED POTENTIAL ANIMAL RESCUE,991694769,5 MISSOULA PARK,O FALLON,MO,63366-3215
LOS GATOS DEL BARRIO,991695147,1923 QUAPAW ST,SANTA FE,NM,87505-3456
WYATTS WILDLIFE,991703091,8400 ATASCADERO AVE,ATASCADERO,CA,93422-5032
CASEYS CATS AND CANINES,991710573,733 BENJAMIN ST,PRICHARD,AL,36610-2501
FRIENDS OF BEAR CAT RESCUE,991712881,3102 BROOK CT,ANTIOCH,CA,94509-5915
RIPPLE S RESCUE,991722360,685 TURKEYTOWN RD,HILHAM,TN,38568-5627
TEXAS WHITETAIL DEER ADVISORY COMMITTEE,991723200,736 GEORGIA AVE STE 501,CHATTANOOGA,TN,37402-2060
HOGZ-N-DOGZ HUNTING,991724637,2718 SOUTH HIGHWAY 74 APT 38,PURCELL,OK,73080-6262
PAL RESCUE AND REHABILITATION,991727046,6485 E HERITAGE RD,FLORENCE,AZ,85132-7154
APOLLO RUBY FOUNDATION,991731129,3550 HAPPY LN,LAS VEGAS,NV,89120-2904
A DOGS LIFE RESCUE AND NETWORKING ASSOCIATION INC,991734264,207 N 2ND ST,LINCOLN,KS,67455-2024
RAGS TO RESCUES,991736093,17045 FARTHING LN,SISTERS,OR,97759-9735
JEWELZ-JEMZ - MONTANA DRAFT-&-MINI HORSE RESCUE,991742044,177 SAINT REGIS ROAD,TROY,MT,59935-0000
COLORADO CANINE COALITION,991742255,201 WALNUT ST,WINDSOR,CO,80550-5139
CARBON COUNTY COWPOKES CORP,991744966,415 W MAPLE ST,RAWLINS,WY,82301-5527
CAMP CHARLIE BEAGLE RESCUE AND SANCTUARY,991745756,514 COUNTY ROAD 2730,DECATUR,TX,76234-7518
EQAID,991747693,2626 E ARIZONA BILTMORE CIR UNIT 19,PHOENIX,AZ,85016-2124
LOVE2HOPE,991748766,1901 CORNWALL AVE 322,BELLINGHAM,WA,98225-3659
BEE FOUNDATION,991754695,PO BOX 558,MILTON FRWTR,OR,97862-0558
KALEIDOSCOPE DESERT FOUNDATION,991757517,9621 RAWSON RD,MORONGO VLY,CA,92256-9564
PEOPLE AND EARTH LAW GROUP,991758812,5441 S MACADAM AVENUE SUITE 4283,PORTLAND,OR,97239-6106
RECYCLED FELINES,991759080,923 SE BAY BLVD UNIT 167,NEWPORT,OR,97365-4117
GORDONS HEALING HAVEN,991759983,10185 WEXFORD LN,DAPHNE,AL,36526-8765
MIKEYS UNDERDOG RESCUE SQUAD,991760946,7815 HWY 93,MEIGS,GA,31765-3515
ANGELS AND DOVES GATEWAY CATHOLIC SANCTUARY,991762846,14245 N BRONZE STATUE AVE,MARANA,AZ,85658-4637
CATS & COFFEE RESCUE,991768714,10244 ARROW RTE,RANCHO CUCAMONGA,CA,91730-4785
ROCK A ROO S RESCUE INC,991773675,919 PINE VALLEY RD,SPARTA,GA,31087-7186
SUPPORTING SHELTERS INC,991774926,10673 W LAKE HAZEL ROAD BOX 54,BOISE,ID,83709-5453
DANES FOR HEROS INC,991784631,3106 91ST AVE E,PARRISH,FL,34219-3204
ASD REGISTRY FOUNDATION,991799261,2560 ECLIPSING STARS DR,HENDERSON,NV,89044-1563
MONTAGUE COUNTY ANIMAL RESCUE,991802155,704 FM 455,MONTAGUE,TX,76251-1199
DEDICATED ANIMAL RESCUE,991814868,10130 GRANT RD SUITE 220,HOUSTON,TX,77070-4531
BACK THE PACK CORP,991819713,4701 HICKORY TREE RD,SAINT CLOUD,FL,34772-8412
RADICAL RANCH,991837960,935 KEYTOWN RD,PORTLAND,TN,37148-4967
SAMMIS SANCTUARY,991841977,PO BOX 2154,UVALDE,TX,78802-2154
IRVINE POLICE SERVICE ANIMAL FOUNDATION,991859784,1 CIVIC CENTER PLZ,IRVINE,CA,92606-5207
PAWSGIVINGTRIO INC,991860859,2734 BRIGHTON COURT RD,CHULA VISTA,CA,91915-2602
SAVING GACE,991869135,PO BOX 72,MARQUEZ,TX,77865-0072
ITS GOING TO BE OKAY DOG RESCUE,991881805,49 MOORE LN,PERRY,AR,72125-7613
WASC OF GA INC,991885260,903 NEWTOWN CREEK LOOP NE,CALHOUN,GA,30701-9379
COASTAL CANINE RESCUE INC,991885892,364 HICKORY ACRES LN,ST JOHNS,FL,32259-8320
BOOP THE SNOOT RESCUE INC,991888955,1911 GRAYSON HWY,GRAYSON,GA,30017-1245
PETWORX,991892408,PO BOX 235,WALLS,MS,38680-0235
SIGONELLA ANIMAL WELFARE SOCIETY INC,991901181,9941 61ST WAY S E,BOYNTON BEACH,FL,33437-2828
PASTUREPARTNERS,991909910,8039 ASH VALLEY DR,SPRING,TX,77379-6130
JASPER & GEEGEE S INC,991912695,330 RENWICK DR,SENOIA,GA,30276-1374
901 FERAL PROJECT,991919885,4615 BILL KNIGHT RD,MILLINGTON,TN,38053-2332
BFF ZOO,991927568,44271 HALCOM AVE,LANCASTER,CA,93536-6083
NERAS FIX MY FRIENDS FOUNDATION INC,991928908,255 LEDGERWOOD RD,HOT SPRINGS,AR,71913-7019
A CAUSE 4 PAWS RESCUE,991929470,2510 E SUNSET RD ST 5 UNIT 61,LAS VEGAS,NV,89120-0000
PANIOLO LIVESTOCK SERVICES,991934260,211 THOMAS ST,WAHIAWA,HI,96786-2423
NINE BUN BUN RABBIT RESCUE,991941308,1692 CRYSTAL LN,WEISER,ID,83672-5804
REPLANT THE REEFS,991944868,1080 PEACHTREE ST NE UNIT 2516,ATLANTA,GA,30309-6835
LOVE WITH ABANDON,991949490,2628 COUNTY ROAD 1439,SULPHUR SPGS,TX,75482-8752
SOUTHERN NEVADA TRAPPING TEAM AND RESCUE,991951482,6545 S FORT APACHE RD ST135 UNIT468,LAS VEGAS,NV,89148-6752
BOCA FUR BABIES RESCUE INC,991954555,PO BOX 335,BOCA RATON,FL,33429-0335
ALPHAS FRIENDS,991954966,1702 CHESTNUT RIDGE RD,HUMBLE,TX,77339-3012
P V B GEOTEXTILES SEA TURTLE PATROL INC,991958792,13051 GRAN BAY PKWY UNIT 2302,JACKSONVILLE,FL,32258-6520
BARTOW RESCUE & RESOURCES INC,991964790,21 CROWE SPRINGS SPUR NW,CARTERSVILLE,GA,30121-4507
GRAMMIES & PAPAS HOUSE,991966453,5245 LAGUNA PARK DR,ELK GROVE,CA,95758-5701
SALTY DOG SANCTUARY INC,991972178,11298 5TH AVE,PUNTA GORDA,FL,33955-1503
MEEKO AND WILLOW S PALS INC,991979505,19002 NORBURY PARK LN,RICHMOND,TX,77407-3657
GODS PRECIOUS CREATURES,991982605,20601 E RIVER RD,RIPON,CA,95366-9620
AMERICAN DRENTSCHE PATRIJSHOND ASSOCIATION,991985882,3733 BELFORD ST,SAN DIEGO,CA,92111-4217
POUTY PIG SANCTUARY INC,991998092,17978 83RD PL N,LOXAHATCHEE,FL,33470-2615
DIXIELAND RESCUE & REHABILITATION FOR DOGS INC,992007902,1127 COUNTY ROAD 519,VALLEY,AL,36854-7357
GLOBAL CHINCHILLA ALLIANCE,992008449,11894 WHEATLAND DR,GRASS VALLEY,CA,95949-9774
WITH U FOREVER FOUNDATION,992009587,1416 N LA BREA AVE,LOS ANGELES,CA,90028-7506
STILL BARKING,992009617,2622 DENVER AVE,LONGMONT,CO,80503-1756
FRIENDS OF VAN ZANDT COUNTY ANIMALS,992011284,1400 W COLLEGE ST,CANTON,TX,75103-6804
UNCLE WOLF DOG RESCUE,992015896,904 WOODMONT DR,BAKERSFIELD,CA,93312-4364
VALENTIN FAMILY FARM INC,992016869,9574 MCINTOSH RD,DOVER,FL,33527-3716
PETERSON PINES FARM SANCTUARY INC,992026456,6777 GA 17,BLOOMINGDALE,GA,31302-4611
RAGS TO TAGS RESCUE & SANCTUARY,992027565,3731 TRIPLE CROWN DR,RICHMOND,TX,77406-1128
REBEL RESCUE,992029144,13400 BELL ST UNIT B,AMARILLO,TX,79118-3797
LITTLE PAWS RESQ,992029719,2515 WARRIOR RD,TUSCALOOSA,AL,35404-1273
LONG EARS RECOVERY,992033189,10532 LOS AMIGOS RD,HEALDSBURG,CA,95448-9508
MULES N MORE RESCUE AND REHAB,992036116,940 HARKREADER RD,MOUNT JULIET,TN,37122-4015
SAVE A LIFE ANIMAL RESCUE,992036431,379 CORRAL DE TIERRA RD,SALINAS,CA,93908-8917
CLARK ASSISTANCE FUND,992037837,3281 ROBERTSON RD,BELLINGHAM,WA,98226-8600
MELANIE STIMMELL FOUNDATION,992038195,2228 HUMBLE HOLLOW PL,N LAS VEGAS,NV,89084-3167
ALL PAWS 4K TRANSPORTING,992039019,1300 WHITTIER PLACE LN APT 322,EMPORIA,KS,66801-3631
FRIENDS OF THE HUMBLE ANIMAL SHELTER,992043895,2802 KINGFISHER DR,HUMBLE,TX,77396-1836
MENDING SOULS ANIMAL RESCUE INC,992048130,2845 OLD HICKORY TREE RD,SAINT CLOUD,FL,34772-7565
KROSS ROADS,992067678,3536 FAIRMOUNT AVE,SAN DIEGO,CA,92105-3420
TEH FAMILY FARM ANIMAL RESCUE INC,992070272,12217 CYRANO AVE,BROOKSVILLE,FL,34601-4762
PACK FRIENDS OF THE MEXICAN WOLF,992070356,2105 OSUNA RD NE,ALBUQUERQUE,NM,87113-1001
TROPICAL AVIAN OASIS FLORIDA WILD BIRDS HABITATS INC,992070715,10633 RABBIT DR,NEW PRT RCHY,FL,34654-3523
TIFF S PACK CORP,992074147,1141 US HIGHWAY 92 W,AUBURNDALE,FL,33823-4023
THUMPERS LEGACY DOG RESCUE,992076607,2095 HOPEWELL RD,GUNTERSVILLE,AL,35976-9668
SILVIAS PROMISE RESCUE,992076640,118 LAKEWOOD DRIVE,MATHIS,TX,78368-3406
FREEDOM TAILS,992077178,172 SHADOWLAKE DR,BRUNSWICK,GA,31525-4696
PEANUTBUTTERPIGS GUINEA PIG RESCUE,992093880,1815 COUNTY ROAD 45,ANGLETON,TX,77515-8726
SOUTHWESTERN WILDS INC,992094377,3270 SHAWNEE AVE,PAHRUMP,NV,89048-5911
HOPKINS FAMILY EQUINE SANCTUARY INC,992101333,723 PALO ALTO CT,PASO ROBLES,CA,93446-7142
KANAB ANIMAL ASSISTANCE PROGRAM,992108711,1197 S VERMILLION DR,KANAB,UT,84741-6055
FOSTER PAWS RESCUE INC,992116236,2112 MANOR DR,DODGE CITY,KS,67801-2651
BREVARD ALLIANCE RESCUING K9S,992117026,503 J A BOMBARDIER BLVD SW,PALM BAY,FL,32908-1255
HAPPY PET HAVEN,992120034,806 AVENIDA PICO STE I PMB 311,SAN CLEMENTE,CA,92673-5693
CREATURE COMFORTS AFFORDABLE PET CARE,992121007,PO BOX 99,CARSON,NM,87517-0099
FIREPLUG FREEWAY INC,992121781,PO BOX 3094,BANDERA,TX,78003-3094
PET SALVATION RESCUE,992123043,400 E ARBOR ST SPC 216,LONG BEACH,CA,90805-6856
FURRYTAIL ENDINGS,992125750,18909 DE VOSS AVE,CERRITOS,CA,90703-6056
STREET CAT CLINIC INC,992128850,500 NE 167TH ST,MIAMI,FL,33162-3900
HEART AND WHISKERS FELINE RESCUE INC,992135284,3250 ARAPAHOE ST,RIVERSIDE,CA,92503-5707
KRIEGER S HALFWAY KENNELS INC,992137239,1319 SE 20TH ST,CAPE CORAL,FL,33990-4542
IGGY & BAILEYS RESCUE FRIENDS,992139982,3173 SALEM DR,SAN JOSE,CA,95127-1039
SHOW ME MINI REX CORPORATION,992143438,15698 RANCH RD,WRIGHT CITY,MO,63390-2718
FRIENDS OF THE NATIONAL ELK REFUGE,992151820,PO BOX 6286,JACKSON,WY,83002-6286
GIFTS FROM GRETCHEN PET FOUNDATION,992152874,4500 PARK GRANADA,CALABASAS,CA,91302-1613
CAVALIER CONNECTION,992153272,9743 N 105TH AVE,SUN CITY,AZ,85351-4705
SUGARLOAF RANCH ANIMAL RESCUE,992155515,70111 CA HWY 74,MOUNTAIN CENTER,CA,92561-0000
SCRATCHPAD CAT LOUNGE,992164515,1428 PLEASANT KNOLL TRL,AUBREY,TX,76227-2496
LUCKY WILDLIFE RESCUE,992164633,6610 BAR O RANCH RD,SANTA FE,TX,77517-3142
FLIPS ISLAND RESCUE AND SANCTUARY,992165029,1019 310TH ST NE,STANWOOD,WA,98292-7130
PIPPY S PALS RESCUE,992165297,1819 ARLINGTON ST,HOUSTON,TX,77008-4327
SOCIETY OF ANIMAL SAFE HAVEN CORPORATION,992167011,1050 S DILL RD,BENSON,AZ,85602-7434
CAT ZEN FELINE SOCIETY INC,992170389,900 STAFFORD PLACE DR,SAINT CHARLES,MO,63304-1648
LAKE ASHBY FARM INC,992175071,1279 S STATE ROAD 415,NEW SMYRNA,FL,32168-9182
FRIENDSWOOD ANIMALS NEED SOLUTIONS,992178420,1554 MUSTANG TRL,FRIENDSWOOD,TX,77546-2259
WEIRD RESCUE,992179612,12605 VENTURA BLVD STE 1048,STUDIO CITY,CA,91604-2415
GOWRS LIMITED INC,992198361,85310 LORANE HWY,EUGENE,OR,97405-9458
