Number,State,State_Code,Organization_Name,Type,Email,Phone,Website,Address,City,Zip_Code,Description
TX187,Texas,TX,Brave Bully Rescue,Breed-Specific Rescue,,,,,,Houston,,Pit Bull rescue in Houston.
TX188,Texas,TX,Guardian Pit Bull Rescue,Breed-Specific Rescue,,,,,,The Woodlands,,Pit Bull advocacy and rescue.
TX189,Texas,TX,The Pittie Project PNW,Breed-Specific Rescue,,,,,,Texas,,Texas/PNW transport focused Pit Bull rescue.
TX190,Texas,TX,Shadow Cats,Cat Rescue/TNR,,,,,,Round Rock,,Sanctuary for special needs cats (FeLV+) and major TNR advocate/resource in Central Texas.
TX191,Texas,TX,Austin Siamese Rescue,Cat Rescue,,,,,,Austin,,Specializes in Siamese Oriental and Colorpoint breeds.
TX192,Texas,TX,Save A Purrfect Cat Rescue,Cat Rescue,saveacat@comcast.net,,,,Houston,,Cat adoption and rescue group.
TX193,Texas,TX,Purr Paws Rescue,Cat Rescue,info@purrpawsrescue.org,,,,Houston,,Foster-based cat rescue.
TX194,Texas,TX,LMN Feline Rescue,Cat Rescue,lmnfelinerescue@hotmail.com,,,,Humble,,Cats-only rescue in the Houston area.
TX195,Texas,TX,Homeless & Orphaned Pets Endeavor (HOPE),Cat Rescue/TNR,hppl@hppl.org,,,,Houston,,Feline-focused rescue and TNR support.
TX196,Texas,TX,San Antonio Feral Cat Coalition,TNR Advocacy,,,,,,San Antonio,,Focuses on TNR education trap loans and sterilization.
TX197,Texas,TX,Street Cat Rescue,Cat Rescue,,,,,,Round Rock,,Small rescue for strays in Williamson County.
TX198,Texas,TX,Thundering Paws Animal Sanctuary,Sanctuary,,,,,,Dripping Springs,,No-kill sanctuary and adoption center in the Hill Country.
TX199,Texas,TX,Barn Cats Inc.,Working Cat Program,,,,,,Lewisville,,Specializes in relocating feral/unadoptable cats to barns as working rodent control.
TX200,Texas,TX,Cat Matchers,Cat Rescue,,,,,,Dallas,,Foster-based cat rescue active in North Texas.
TX201,Texas,TX,A Voice for All Paws,Rescue,,,,,,Dallas,,Rescue group active in the DFW area.
TX202,Texas,TX,Texas Bengal and Exotic Cat Rescue,Specialty Rescue,,,,,,Dallas,,Specialized in Bengal and exotic hybrid cats.
TX203,Texas,TX,Edgar and Ivys Cat Sanctuary,Sanctuary,,,,,,Corpus Christi,,Cage-free sanctuary for special needs and feral cats.
TX204,Texas,TX,Bear Den Cat Sanctuary,Sanctuary,,,,,,San Antonio,,Provides permanent home for homeless/feral cats near San Antonio.
TX205,Texas,TX,Bluebonnet Equine Humane Society,Equine Rescue,,,,,,Texas,,Equine rescue part of the broader rescue network.
TX206,Texas,TX,Peaceful Valley Donkey Rescue,Sanctuary,,,,,,San Angelo,,The largest donkey rescue in the US. Rescues abused and neglected donkeys.
TX207,Texas,TX,SARA Sanctuary,Sanctuary,,,,,,Seguin,,Rescues all species (pigs dogs cats) for lifetime care. No-kill.
TX208,Texas,TX,My Pig Filled Life,Sanctuary,,,,,,Texas,,Specialized in rescuing mini-pigs.
TX209,Texas,TX,Safe in Austin,Sanctuary,,,,,,Leander,,Judgement free sanctuary for special needs animals and children.
TX210,Texas,TX,San Antonio Pets Alive!,Private Non-Profit,,,"sanantoniopetsalive.org",,San Antonio,,High-volume rescue created to pull at-risk animals from city euthanasia lists.
MA001,Massachusetts,MA,4 Paws Stronger Inc.,Import Rescue,publics20.lm@gmail.com,,,,Massachusetts,,Import-licensed rescue focusing on pulling dogs from high-kill southern shelters for NE placement.
MA002,Massachusetts,MA,A Home for Weary Wanderers,Local Rescue,ppdwalking12@gmail.com,,,,Massachusetts,,Local foster network dedicated to rehoming surrendered and stray animals within the Commonwealth.
MA003,Massachusetts,MA,A Place For Ace,Import Rescue,admin@aplaceforace.org,,,,Massachusetts,,Rescue focused on medical rehabilitation and behavioral support for at-risk dogs.
MA004,Massachusetts,MA,Ahimsa Haven Animal Rescue,Local Rescue,info@ahimsahaven.org,,,,Templeton,,Foster-based rescue guided by the principle of non-violence serving local surrenders.
MA005,Massachusetts,MA,All Sentient Beings,Local Rescue,wishfulwhiskers2017@gmail.com,,,,Massachusetts,,Holistic welfare organization assisting with local animal crisis situations and rehoming.
MA006,Massachusetts,MA,American Lab Rescue Inc.,Import Rescue,info@americanlabrescue.com,,,,Connecticut/Massachusetts,,Breed-specific import rescue specializing in Labrador Retrievers transported from the South.
MA007,Massachusetts,MA,Angelcat Haven Feline Rescue,Local Rescue,angela@angelcathaven.com,,,,Plainville,,Primarily feline rescue that occasionally assists with small dog placement and community support.
MA008,Massachusetts,MA,Angels Helping Animals Worldwide,Import Rescue,angelshelpinganimalsmv@gmail.com,,,,Marthas Vineyard,,Island-based rescue importing dogs from high-need areas providing quarantine and vet care.
MA009,Massachusetts,MA,Animal Protection Center of SE Mass,Import Shelter,k.heise@apcsm.org,,,,Brockton,,Major regional shelter offering adoption education and animal control services for Brockton area.
MA010,Massachusetts,MA,Animal Rescue Front Inc.,Import Rescue,chris@animalrescuefront.org,,,,Massachusetts,,Volunteer rescue group facilitating the transport and adoption of homeless dogs.
MA011,Massachusetts,MA,Animal Rescue League of Boston,Import Shelter,edoyle@arlboston.org,,,,Boston,,Historic shelter (est. 1899) providing law enforcement rescue services and veterinary care.
MA012,Massachusetts,MA,Animal Rescue League of Fall River,Import Shelter,john@arlfr.org,,,,Fall River,,Private shelter serving the South Coast region with adoption and cruelty prevention services.
MA013,Massachusetts,MA,Animal Rescue Merrimack Valley,Local Rescue,christenharrison@yahoo.com,,,,Merrimack Valley,,Network of volunteers facilitating adoptions and spay/neuter in the Merrimack Valley.
MA014,Massachusetts,MA,Animal Shelter of Marthas Vineyard,Local Shelter,ldawley@animalshelterofmv.org,,,,Edgartown,,Local shelter serving the island communitys stray and surrendered animals.
MA015,Massachusetts,MA,Baypath Humane Society,Import Shelter,ejefferis@baypathhumane.org,,,,Hopkinton,,Shelter known for strong behavioral programs and partnerships with transport networks.
MA016,Massachusetts,MA,Berkshire Humane Society,Import Shelter,jperreault@berkshirehumane.org,,,,Pittsfield,,Serves Western MA with shelter services pet food banks and wellness clinics.
MA017,Massachusetts,MA,Better Together Dog Rescue,Import Rescue,bettertogetherdogrescue@gmail.com,,,,Massachusetts,,Foster-based rescue emphasizing the bond between humans and companion animals.
MA018,Massachusetts,MA,Big Wave Dog Rescue Inc.,Import Rescue,info@bigwavedogrescue.com,,,,Massachusetts,,Rescue dedicated to saving dogs from overcrowded shelters and finding foster placements.
MA019,Massachusetts,MA,Black Dog Rescue Alliance,Local Rescue,treasurer@blinddogrescue.com,,,,Massachusetts,,Specialized rescue for blind and visually impaired dogs providing lifetime support.
MA020,Massachusetts,MA,Bostons Forgotten Felines,Local Rescue,cindy@bostonsforgottenfelines.org,,,,Boston,,Urban rescue primarily for cats assisting with community animal welfare needs.
MA021,Massachusetts,MA,Brown Dog Coalition And Rescue,Import Rescue,adoptions@browndogcoalition.com,,,,Hopkinton,,Foster-based rescue partnering with southern shelters to transport adoptable family dogs.
MA022,Massachusetts,MA,Buddy Dog Humane Society,Import Shelter,info@buddydoghs.org,,,,Sudbury,,Long-standing shelter (est. 1961) offering no-kill care for dogs and cats.
MA023,Massachusetts,MA,Bullied Breeds Rescue Inc.,Local Rescue,info@bulliedbreedsrescue.org,,,,Massachusetts,,Advocacy and rescue group for Pit Bull type dogs and other stigmatized breeds.
MA024,Massachusetts,MA,Cape Ann Animal Aid,Import Shelter,info@capeannanimalaid.org,,,,Gloucester,,High-volume transport shelter saving thousands of animals annually from out-of-state.
MA025,Massachusetts,MA,Dakin Humane Society,Import Shelter,springfield@dakinhumane.org,,,,Springfield,,Major resource center for the Pioneer Valley offering high-volume spay/neuter and adoption.
MA026,Massachusetts,MA,Double Dog Rescue Inc.,Import Rescue,jeanf@doubledogrescue.org,,,,Massachusetts,,Volunteer group rescuing dogs from the South and placing them in New England fosters.
MA027,Massachusetts,MA,Final Victory Animal Rescue,Import Rescue,savingscdogs@gmail.com,,,,Massachusetts,,Aggressive rescue operation pulling dogs from high-kill lists in SC for transport to MA.
MA028,Massachusetts,MA,Gals Best Pal Inc.,Local Rescue,,,,,Worcester,,Highly rated foster-based rescue in Worcester known for dedicated volunteer care.
MA029,Massachusetts,MA,Last Hope K9 Rescue,Import Rescue,info@lasthopek9.org,,,,Boston,,Foster-based all-breed rescue dedicated to saving abandoned neglected and abused dogs.
MA030,Massachusetts,MA,MSPCA-Angell,Import Shelter,info@mspca.org,,,,Boston,,One of the oldest humane societies in the US combining a world-class veterinary hospital with sheltering.
MA031,Massachusetts,MA,Northeast Coonhound Rescue,Import Rescue,info@necoonhoundrescue.org,,,,Massachusetts,,Breed-specific rescue serving coonhounds and beagles in the New England area.
MA032,Massachusetts,MA,Sweet Paws Rescue,Import Rescue,info@sweetpawsrescue.org,,,,Groveland,,Grassroots rescue working closely with partners in Mississippi and Alabama.
MA033,Massachusetts,MA,Worcester Animal Rescue League,Import Shelter,info@worcesterarl.org,,,,Worcester,,Limited-admission shelter serving Worcester county with adoption and boarding services.
NY001,New York,NY,Mohawk Hudson Humane Society,Private Shelter,,,,,Albany,,Oldest and largest animal protection org in the Capital Region; open admission for strays.
NY002,New York,NY,German Shepherd Rescue of NY,Breed-Specific Rescue,,,,,Albany,,Breed-specific rescue for GSDs focusing on training and experienced handler placement.
NY003,New York,NY,Free To Be Me Rescue,Private Rescue,,,,,Albany,,Foster-based rescue taking in dogs of all breeds from high-intake shelters.
NY004,New York,NY,Noahs Kingdom Humane Society,Private Shelter,,,,,Albany,,Volunteer-run organization assisting homeless animals through foster care and adoption.
NY005,New York,NY,One Love Puppy Rescue,Private Rescue,,,,,Albany,,Specializes in the rescue and transport of puppies from overcrowded southern shelters.
NY006,New York,NY,Protectors of Paws & Claws,Private Rescue,,,,,Albany,,Community-based rescue providing foster care and adoption events in the Albany area.
NY007,New York,NY,Allegany County SPCA,Private Shelter,,,,,Allegany,,Rural shelter providing animal control housing and adoption for Allegany County.
NY008,New York,NY,Celebration of Canine Lives,Sanctuary,,,,,Allegany,,Sanctuary focusing on senior dogs and those with medical needs requiring hospice care.
NY009,New York,NY,Adore A Bullie Paws & Claws,Private Rescue,,,,,Bronx,,Rescue advocating for bully breeds via education rescue and community outreach.
NY010,New York,NY,Bronx Tails Cat Rescue,Cat Rescue,,,,,Bronx,,Primarily feline but part of the NYC coalition for animal welfare.
NY011,New York,NY,Broome County Humane Society,Private Shelter,,,,,Broome,,Non-profit shelter preventing cruelty and finding homes for companion animals.
NY012,New York,NY,Pibbles and More Animal Rescue,Private Rescue,,,,,Broome,,Multi-state foster rescue focusing on pit bulls and large breeds.
NY013,New York,NY,Chautauqua County Humane Society,Private Shelter,,,,,Chautauqua,,Provides shelter adoption and low-cost spay/neuter to Western NY.
NY014,New York,NY,Northern Chautauqua Canine Rescue,Private Rescue,,,,,Chautauqua,,Volunteer-run no-kill shelter helping dogs in northern Chautauqua County.
NY015,New York,NY,Chemung County Humane Society,Municipal,,,,,Chemung,,Operates the municipal shelter for the county handling strays and cruelty cases.
NY016,New York,NY,Elmore SPCA,Private Shelter,,,,,Clinton,,Private shelter serving the rural North Country with adoption and cruelty intervention.
NY017,New York,NY,Columbia-Greene Humane Society,Private Shelter,,,,,Columbia,,Regional shelter serving two counties; known for surrender prevention programs.
NY018,New York,NY,Mr. Bones & Company,Private Rescue,,,,,Columbia,,Rescue known for One Lucky Pup program taking on severe medical/abuse cases.
NY019,New York,NY,Animal Farm Foundation,Private Non-Profit,,,,,Dutchess,,Nationally recognized for securing equal treatment for pit bull dogs.
NY020,New York,NY,Dutchess County SPCA,Private Shelter,,,,,Dutchess,,No-kill shelter providing adoption and humane law enforcement to the Hudson Valley.
NY021,New York,NY,Animal Rescue Foundation (ARF),Private Rescue,,,,,Dutchess,,No-kill volunteer rescue center in Beacon NY housing cats and dogs.
NY022,New York,NY,Hudson Valley Animal Rescue,Sanctuary,,,,,Dutchess,,Sanctuary and rescue that also handles wildlife rehab and offers low-cost vet services.
NY023,New York,NY,Pawsafe Animal Rescue,Private Rescue,,,,,Dutchess,,Specializes in transport of puppies from southern shelters to NY/CT fosters.
NY024,New York,NY,ASPCA,Private Non-Profit,,,,,New York City,,National headquarters; operates adoption center and massive cruelty intervention team.
NY025,New York,NY,Animal Care Centers of NYC (ACC),Municipal,,,,,New York City,,The open-admissions municipal shelter system for all five boroughs of NYC.
NY026,New York,NY,Bideawee,Private Shelter,,,,,New York,,One of the oldest humane organizations (est. 1903) operating shelters and pet memorial parks.
NY027,New York,NY,North Shore Animal League America,Private Shelter,,,,,Port Washington,,Worlds largest no-kill animal rescue and adoption organization.
PA001,Pennsylvania,PA,Luzerne County SPCA,Private Shelter,,,"spcaluzernecounty.org",,Wilkes-Barre,,Independent 501(c)(3) serving Luzerne County; community funded not affiliated with ASPCA.
PA002,Pennsylvania,PA,Animal Friends,Private Shelter,,,"animalfriendspgh.org",,Pittsburgh,,Major non-profit focused on ending overpopulation through low-cost spay/neuter and rescue.
PA003,Pennsylvania,PA,Brandywine Valley SPCA,Private Shelter,,,"bvspca.org",,West Chester,,Large shelter system with multiple campuses; holds animal control contracts in PA and DE.
PA004,Pennsylvania,PA,Pennsylvania SPCA,Private Shelter,,,"pspca.org",,Philadelphia,,Oldest animal welfare org in the state with full law enforcement powers for cruelty cases.
PA005,Pennsylvania,PA,ACCT Philly,Municipal,,,"acctphilly.org",,Philadelphia,,The open-intake animal control provider for the City of Philadelphia.
PA006,Pennsylvania,PA,Australian Cattle Dog Rescue Assc.,Breed-Specific Rescue,treasurer@acdra.org,,,,Cheswick,,National breed rescue HQ based in PA serving ACDs across the East Coast.
PA007,Pennsylvania,PA,Beagle Rescue League Inc.,Breed-Specific Rescue,info@beaglerescueleague.org,,,,Yardley,,Breed rescue serving PA/NJ dedicated to rehabbing laboratory and hunting beagles.
FL001,Florida,FL,Alaqua Animal Refuge,Private Shelter,,,,,Walton,,Massive 100-acre no-kill refuge in the Panhandle; rescues dogs cats farm animals.
FL002,Florida,FL,Animal Control of West Florida,Contracted,,,,,Washington,,Private entity holding municipal contracts; high transfer-out rate to save lives.
FL003,Florida,FL,Abandoned Pet Rescue Inc.,Private Shelter,,,,,Fort Lauderdale,,Private no-kill shelter in Fort Lauderdale providing medical care for strays.
FL004,Florida,FL,Animal Aid Inc.,Private Shelter,,,,,Broward,,Non-profit adoption center/clinic focusing on emergency medical cases.
FL005,Florida,FL,Animal Refuge Center,Sanctuary,,,,,Fort Myers,,Fort Myers largest no-kill shelter; sanctuary model for rehab.
FL006,Florida,FL,Alachua County Animal Resources,Municipal,,,,,Gainesville,,Progressive municipal shelter in Gainesville; high save rates via university partnerships.
FL007,Florida,FL,The London Sanctuary,Sanctuary,,,,,Jacksonville,,Nonprofit exclusive hound rescue/sanctuary for senior/medical needs hounds.
FL008,Florida,FL,Golden Rescue South Florida,Breed-Specific Rescue,,,,,Miami,,Foster-based rescue for Golden Retrievers and mixes in South FL.
FL009,Florida,FL,Big Cat Rescue,Sanctuary,,,,,Tampa,,Major sanctuary for exotic cats; key player in animal welfare legislation.
FL010,Florida,FL,Save the Manatee Club,Private Non-Profit,,,,,Florida,,Major FL animal org; partners on disaster response affecting all species.
FL011,Florida,FL,Humane Society of Tampa Bay,Private Shelter,,,,,Tampa,,Open-admission private shelter (independent of HSUS) with high adoption volume.
FL012,Florida,FL,Jacksonville Humane Society,Private Shelter,,,,,Jacksonville,,National leader in shelter medicine and community safety net programs.
FL013,Florida,FL,Peggy Adams Animal Rescue League,Private Shelter,,,,,Palm Beach,,Large private shelter providing adoption and high-volume spay/neuter.
VA001,Virginia,VA,180 Degree Rescue,Private Rescue,,,,,Virginia,,Turns around lives of neglected dogs through medical care/training.
VA002,Virginia,VA,4 Paws Rescue Team Inc.,Private Rescue,,,,,Northern Virginia,,Volunteer-based; serving Northern Virginia/DC metro area.
VA003,Virginia,VA,A Forever Home Rescue,Private Rescue,,,,,Northern Virginia,,High-volume foster rescue in Northern VA; weekly adoption events.
VA004,Virginia,VA,Albemarle County Animal Control,Municipal,,,,,Charlottesville,,Enforces animal laws; operates shelter for Charlottesville region.
VA005,Virginia,VA,Alexandria Animal Welfare League,Contracted,,,,,Alexandria,,Non-profit contracted to run city animal control/shelter services.
VA006,Virginia,VA,Angels of Assisi,Private Shelter,,,,,Roanoke,,Roanoke safety net org; low-cost vet services and adoption.
VA007,Virginia,VA,Animal Welfare League of Arlington,Contracted,,,,,Arlington,,Provides control/sheltering for Arlington; high community engagement.
VA008,Virginia,VA,Basset Rescue of Old Dominion,Breed-Specific Rescue,,,,,Virginia,,Dedicated to Basset Hounds; serves VA and surrounding states.
VA009,Virginia,VA,Beagle Rescue (BREW),Breed-Specific Rescue,,,,,Northern Virginia,,Large rescue network for Beagles in NOVA and DC area.
VA010,Virginia,VA,Bully Paws Pit Bull Patriots,Breed-Specific Rescue,,,,,Virginia,,Advocate for bully breeds; fights breed-discriminatory legislation.
VA011,Virginia,VA,Caring For Creatures,Sanctuary,,,,,Palmyra,,Palmyra sanctuary providing life care for unadoptable animals.
VA012,Virginia,VA,Caspers Rescue,Private Rescue,,,,,Virginia,,Small foster group; focuses on dogs from rural southern VA shelters.
VA013,Virginia,VA,Fairfax County Animal Shelter,Municipal,,,,,Fairfax,,Resource-rich municipal shelter; high save rates/foster programs.
VA014,Virginia,VA,Heritage Humane Society,Private Shelter,,,,,Williamsburg,,Serves Williamsburg area; houses stray and surrendered pets.
VA015,Virginia,VA,Homeless Animals Rescue Team,Private Rescue,,,,,Northern Virginia,,No-kill rescue in NOVA operating since 1990.
VA016,Virginia,VA,Lynchburg Humane Society,Private Shelter,,,,,Lynchburg,,Pet-centric community center; no-kill status for Lynchburg.
VA017,Virginia,VA,Portsmouth Humane Society,Private Shelter,,,,,Portsmouth,,Oldest welfare org in VA; serves Hampton Roads area.
VA018,Virginia,VA,Richmond Animal Care & Control,Municipal,,,,,Richmond,,Open-admission shelter for Richmond; aggressive cruelty work.
VA019,Virginia,VA,Richmond SPCA,Private Shelter,,,,,Richmond,,National leader in no-kill philosophy; high-volume clinic.
OH001,Ohio,OH,911 Dog Rescue Inc.,Private Rescue,amysadoptables@yahoo.com,,,,Eastlake,,Foster-based rescue serving Lake County; urgent shelter pulls.
OH002,Ohio,OH,ADOPT Pet Rescue Inc.,Private Rescue,adopt@adoptpetrescue.org,,,,Westerville,,Finding homes for dogs in the Columbus metro area.
OH003,Ohio,OH,Adopt A Pit Rescue,Breed-Specific Rescue,admin@adoptapitrescue.org,,,,Germantown,,Advocate/rescue for Pit Bull type dogs in Dayton area.
OH004,Ohio,OH,Akita Owners Rescue Foundation,Breed-Specific Rescue,marsakita@sbcglobal.net,,,,Chardon,,Breed-specific Akita rescue; handles behavioral needs.
OH005,Ohio,OH,All Tails Rescue,Private Rescue,gm@alltails.com,,,,Pataskala,,General all-breed rescue operating in Licking County.
OH006,Ohio,OH,Almost Home Dog Rescue of Ohio,Private Rescue,crakich4@gmail.com,,,,Dublin,,Extensive foster network in Central OH; focus on Collies/Shelties.
OH007,Ohio,OH,Animal House Rescue,Private Rescue,animalhouserescu@aol.com,,,,Wauseon,,Rescue serving Fulton County rural areas.
OH008,Ohio,OH,Animal Protection League of Mercer,Private Shelter,info@aplmercer.com,,,,Celina,,Shelter and adoption services for Mercer County.
OH009,Ohio,OH,Berean Animal Rescue Fund,Private Shelter,jmccarty@bereaanimalrescue.com,,,,Columbia Station,,ARF is a no-time-limit shelter; adoption and outreach.
OH010,Ohio,OH,Buckeye Border Collie Rescue,Breed-Specific Rescue,lassie9@bright.net,,,,Tiffin,,Border Collie specialist; assesses herding drive.
OH011,Ohio,OH,Buckeye Bulldog Rescue,Breed-Specific Rescue,info@buckeyebulldogrescue.org,,,,Grove City,,English/French Bulldog rescue; high-medical needs cases.
OH012,Ohio,OH,Citizens for Humane Action (CHA),Private Shelter,adopt@chaanimalshelter.org,,,,Columbus,,Volunteer-run shelter operating in NE Columbus since 1975.
OH013,Ohio,OH,Cleveland Animal Protective League,Private Shelter,,,"clevelandapl.org",,Cleveland,,Large humane society; law enforcement powers in Cuyahoga.
OH014,Ohio,OH,Franklin County Dog Shelter,Municipal,,,"franklincountydogs.com",,Columbus,,High-volume municipal shelter for stray dogs in Columbus.
OH015,Ohio,OH,Toledo Area Humane Society,Private Shelter,,,"toledohumane.org",,Maumee,,Oldest regional welfare org; cruelty investigation/adoption.
IL001,Illinois,IL,American Brittany Rescue Inc.,Breed-Specific Rescue,,,,,Illinois,,National breed rescue with strong IL presence.
IL002,Illinois,IL,Chicago English Bulldog Rescue,Breed-Specific Rescue,,,,,Chicago,,Rescues English Bulldogs often puppy mill surrenders.
IL003,Illinois,IL,PAWS Chicago,Private Shelter,,,,,Chicago,,Nationally renowned no-kill shelter; massive adoption center.
MI001,Michigan,MI,Dalis To The Rescue,Private Rescue,,,,,Lansing,,Foster rescue running a low-cost community spay/neuter clinic.
MI002,Michigan,MI,Detroit Bulldog Rescue,Breed-Specific Rescue,,,,,Detroit,,Breed-specific rescue serving the Detroit metro area.
MI003,Michigan,MI,Michigan Humane,Private Shelter,,,,,Detroit,,Large legacy shelter; comprehensive care and cruelty investigation.
MI004,Michigan,MI,Midwest Border Collie Rescue,Breed-Specific Rescue,,,,,Michigan/Illinois,,Rescue network for herding dogs across the upper Midwest.
MN001,Minnesota,MN,Emotional Rescue LLC,Private Rescue,,,,,Minneapolis,,Specializes in rehabilitating homeless dogs with severe medical needs.
CA001,California,CA,Bunnys Buddies,Private Rescue,,,,,San Diego,,Rescues dogs from international slaughterhouses/high-kill shelters.
CA002,California,CA,Doggie Protective Services (DPS),Private Rescue,,,,,Huntington Beach,,High-volume foster rescue; strict vetting and adoption support.
CA003,California,CA,FurryTail Endings Animal Rescue,Private Rescue,,,,,Huntington Beach,,Saves dogs from high-kill shelters/streets; focus on perfect matches.
CA004,California,CA,Frosted Faces Foundation,Sanctuary,,,,,Ramona,,Specializes in senior dogs; provides lifelong medical care.
CA005,California,CA,Koalition of Rescuers (KORAL),Private Rescue,,,,,El Cajon,,Saves German Shepherds/large breeds from euthanasia lists.
CA006,California,CA,Marin Humane,Private Shelter,,,,,Novato,,Wealthy shelter (Assets $17m); extensive behavior/training programs.
CA007,California,CA,Pasadena Humane,Municipal,,,,,Pasadena,,Animal control for LA-area cities; high community engagement.
CA008,California,CA,San Diego Humane Society,Private Shelter,,,,,San Diego,,Massive org (Assets $72m); county safety net with multiple campuses.
CA009,California,CA,SF SPCA,Private Shelter,,,,,San Francisco,,No-kill pioneer; visionary shelter medicine and behavior programs.
CA010,California,CA,Wagging Dog Rescue,Private Rescue,,,,,Southern California,,Volunteer group restoring unwanted family pets to homes.
CA011,California,CA,Wags and Walks,Private Rescue,,,,,Los Angeles,,Rescue showcasing family potential of shelter dogs.
CA012,California,CA,LA Animal Services,Municipal,,,,,Los Angeles,,Municipal system operating 6 shelters; massive intake volume.
CA013,California,CA,Riverside County Animal Services,Municipal,,,,,Riverside,,Large municipal agency serving vast geographic area; high intake.
CA014,California,CA,Animal Friends Rescue Project,Private Rescue,,,,,Pacific Grove,,Nonprofit finding homes for stray/abused animals in Monterey.
CA015,California,CA,Peace of Mind Dog Rescue,Private Rescue,,,,,Pacific Grove,,Resource/advocate for senior dogs and senior people.
CA016,California,CA,Hitchcock Road Animal Services,Municipal,,,,,Salinas,,Municipal shelter for Monterey County and surrounding cities.
AZ001,Arizona,AZ,Sky Sanctuary Rescue,Private Rescue,,,,,Phoenix,,Captures/rehabs stray and feral street dogs in Phoenix.
AZ002,Arizona,AZ,Arizona Beagle Rescue,Breed-Specific Rescue,,,,,Phoenix,,Breed-specific rescue for Beagles in the desert southwest.
AZ003,Arizona,AZ,Arizona Border Collie Rescue,Breed-Specific Rescue,,,,,Arizona,,Specialist for high-energy herding dogs in AZ.
OR001,Oregon,OR,Oregon Humane Society,Private Shelter,,,,,Portland,,Oldest West shelter (Assets $28m); absorbs rural OR intake.
OR002,Oregon,OR,South Coast Humane Society,Private Shelter,,,,,Brookings,,Progressive rescue helping via low-cost wellness services.
WA001,Washington,WA,Mikeys Chance Canine Rescue,Private Rescue,,,,,Spokane,,Safe haven for dogs in desperate circumstances in Tri-Cities.
WA002,Washington,WA,Seattle Humane,Private Shelter,,,,,Bellevue,,Major adoption hub offering pet food banks/vet education.
AK001,Alaska,AK,HARK (Haines Animal Rescue),Private Rescue,,,,,Haines,,Promotes pet/wildlife interests in Alaskan community.
NAT001,National,US,Australian Cattle Dog Rescue Assc.,Breed-Specific Rescue,treasurer@acdra.org,,,,East Coast,,National breed rescue specializes in Heelers.
NAT002,National,US,Border Collie Society of America,Breed-Specific Rescue,,,,,National,,Parent club rescue network.
NAT003,National,US,American Brittany Rescue,Breed-Specific Rescue,,,,,National,,Network for Brittany Spaniels.
NAT004,National,US,Beagle Freedom Project,Breed-Specific Rescue,,,,,National,,Rescues lab testing Beagles; advocates for legislation.
NAT005,National,US,Bulldog Club of America Rescue,Breed-Specific Rescue,,,,,National,,Official rescue arm of the national breed club.
NAT006,National,US,Southern California Bulldog Rescue,Breed-Specific Rescue,,,,,California,,High-volume rescue for English Bulldogs (medical heavy).
NAT007,National,US,Mid-Atlantic Great Dane Rescue,Breed-Specific Rescue,,,,,NY-VA,,Covers NY-VA for giant breeds.
NAT008,National,US,Akita Rescue Mid-Atlantic Coast,Breed-Specific Rescue,,,,,DE-MD-DC-PA-VA-WV,,Serving DE MD DC PA VA WV.
NAT009,National,US,Big East Akita Rescue,Breed-Specific Rescue,,,,,Northeast,,Serving NY NJ PA New England.
NAT010,National,US,Colorado Beagle Rescue,Breed-Specific Rescue,,,,,Colorado,,Support for beagles in the Rockies.
NAT011,National,US,Triangle Beagle Rescue,Breed-Specific Rescue,,,,,North Carolina,,Serves the Research Triangle area of NC.
NAT012,National,US,Glen Highland Farm,Breed-Specific Rescue,,,,,New York,,Famous Border Collie rescue/camp.
